agent,key-direct,direct-listener,artifacts
6,2193,276,0
6,1466,273,0
6,1993,275,0
6,1966,272,0
6,1821,273,0
6,1736,275,0
6,1974,273,0
6,1664,275,0
6,1951,273,0
6,1430,274,0
6,1388,272,0
6,2012,273,0
6,1671,274,0
6,1815,273,0
6,1307,274,0
6,1917,273,0
6,2101,272,0
6,1662,274,0
6,2369,273,0
6,1809,272,0
6,1489,273,0
6,2254,273,0
6,1278,272,0
6,1587,273,0
6,2062,272,0
6,2196,273,0
6,1775,272,0
6,2392,272,0
6,2438,273,0
6,2047,271,0
