agent,key-direct,direct-listener,artifacts
5,1306,273,0
5,1347,271,0
5,1913,274,0
5,2016,275,0
5,1269,273,0
5,1556,271,0
5,1330,272,0
5,2192,272,0
5,1761,273,0
5,2180,271,0
5,1560,273,0
5,1716,271,0
5,1880,273,0
5,2283,271,0
5,2119,274,0
5,2045,272,0
5,2420,273,0
5,1905,272,0
5,1712,274,0
5,2073,273,0
5,1509,272,0
5,1646,273,0
5,2369,271,0
5,1548,273,0
5,1716,272,0
5,1698,273,0
5,1823,273,0
5,1614,271,0
5,2192,272,0
5,2127,275,0
