agent,key-direct,direct-listener,artifacts
1,1935,273,0
1,2345,276,0
1,1881,273,0
1,1931,273,0
1,1810,276,0
1,1636,272,0
1,1879,274,0
1,2273,272,0
1,2571,274,0
1,1837,272,0
1,1834,273,0
1,2466,272,0
1,1719,273,0
1,1644,272,0
1,2345,273,0
1,1683,274,0
1,2027,272,0
1,1652,273,0
1,2411,272,0
1,2245,273,0
1,1804,272,0
1,2361,273,0
1,2080,274,0
1,1959,270,0
1,1771,272,0
1,2000,272,0
1,2530,270,0
1,2251,273,0
1,1732,271,0
1,1964,272,0
