agent,key-direct,direct-listener,artifacts
4,1885,273,0
4,2201,274,0
4,1940,272,0
4,2287,273,0
4,1559,272,0
4,2544,272,0
4,2352,272,0
4,2011,273,0
4,1561,272,0
4,1463,271,0
4,1416,273,0
4,1119,272,0
4,2337,273,0
4,1318,272,0
4,2149,273,0
4,1368,272,0
4,1770,271,0
4,1542,273,0
4,1237,271,0
4,2256,272,0
4,1797,273,0
4,1900,271,0
4,1923,272,0
4,2249,271,0
4,1904,272,0
4,2222,271,0
4,1831,273,0
4,2222,271,0
4,2065,271,0
4,1387,272,0
