agent,key-direct,direct-listener,artifacts
3,2161,272,0
3,1321,272,0
3,2145,271,0
3,2016,273,0
3,2173,272,0
3,2063,272,0
3,1903,272,0
3,1723,271,0
3,1550,272,0
3,1591,272,0
3,1444,271,0
3,1629,272,0
3,1525,271,0
3,1470,274,0
3,2407,273,0
3,1393,272,0
3,1629,272,0
3,1604,273,0
3,1915,273,0
3,1950,272,0
3,2167,273,0
3,1462,271,0
3,2352,272,0
3,2101,273,0
3,1434,271,0
3,1752,272,0
3,1859,273,0
3,1245,272,0
3,1488,273,0
3,2041,272,0
