agent_ms_1,agent_ms_2,agent_ms_3,agent_ms_4,agent_ms_5,agent_ms_6,agent_ms_7,agent_ms_8
6.032,8.679,0.072,10.138,6.459,8.46,8.993,9.806
8.87,9.834,0.04,5.893,15.522,8.51,6.545,8.244
6.343,10.586,2.219,10.394,3.938,9.062,10.399,13.437
8.148,4.877,0.082,7.182,6.719,6.714,7.138,2.047
9.645,8.368,0.047,8.79,9.085,8.108,13.401,21.863
10.276,8.077,3.029,11.022,9.251,10.056,3.077,0.065
4.73,8.194,0.081,5.937,7.98,7.071,11.752,2.477
9.948,8.844,0.046,7.09,7.253,8.437,3.86,10.568
7.307,9.305,1.631,9.967,9.556,10.534,11.872,9.475
9.687,7.044,0.082,9.049,6.411,9.861,7.456,5.896
10.235,10.036,1.652,5.99,7.726,3.659,7.218,9.082
7.866,7.974,0.063,9.073,8.987,8.489,9.185,10.791
5.232,7.035,2.673,7.956,9.091,9.89,8.975,5.798
8.846,11.192,0.082,10.115,10.41,10.405,5.897,10.538
8.481,5.914,3.772,6.219,5.882,4.489,6.12,5.327
7.99,9.42,0.069,10.078,7.949,9.038,8.995,10.955
10.956,7.515,0.04,9.842,9.936,10.413,10.73,6.097
5.026,8.908,0.036,7.161,7.752,5.64,8.141,14.97
10.789,7.135,0.035,6.133,7.278,6.995,11.017,1.344
7.13,10.584,1.453,8.069,8.024,12.544,5.958,18.019
7.065,5.799,0.083,9.688,7.024,6.867,7.04,0.064
11.188,7.536,1.877,9.077,10.02,5.774,10.455,10.388
7.09,11.099,2.205,10.068,14.39,11.012,8.31,7.534
8.093,9.377,0.064,5.05,4.263,7.557,5.312,8.448
7.893,6.864,0.039,9.028,8.025,8.485,8.362,5.066
8.117,8.063,0.035,6.788,6.213,10.06,10.968,9.953
11.033,6.748,2.717,8.39,8.373,8.239,8.208,7.069
7.762,10.137,0.081,11.054,10.611,9.954,5.724,9.005
6.002,6.906,2.384,6.438,6.889,7.665,10.745,10.155
9.198,8.169,0.07,7.667,8.184,15.129,8.538,9.679
7.918,10.682,1.554,9.283,6.754,0.125,11.658,8.633
8.065,5.76,0.081,8.822,9.325,11.572,4.526,4.185
8.914,7.807,1.852,7.475,7.414,5.539,7.109,9.942
8.211,10.313,0.081,13.071,9.515,5.222,10.179,7.548
7.898,8.005,0.375,2.888,10.621,11.242,6.778,14.142
7.152,9.421,0.054,11.322,5.365,4.897,8.984,1.896
10.033,5.995,2.455,4.86,10.085,10.049,8.677,11.61
7.551,9.235,0.08,9.654,9.51,7.034,16.676,4.431
13.462,8,1.98,10.945,7.516,10.372,0.129,10.549
3.811,7.38,0.082,7.044,7.055,10.784,11.659,8.507
7.117,9.101,2.88,6.952,12.065,9.073,3.936,8.335
10.181,10.15,0.089,7.213,6.514,7.481,10.442,7.607
6.903,7.03,0.047,10.06,9.274,11.755,9.025,8.078
13.755,7.048,3.087,9.089,4.031,0.077,7.649,8.056
7.29,11.199,0.096,8.97,9.527,7.851,8.572,8.664
6.52,5.366,0.051,6.189,8.47,10.939,5.311,8.283
8.129,11.808,0.431,7.312,9.135,7.495,9.463,7.085
6.357,7.095,0.058,8.603,10.393,8.06,11.871,10.329
7.003,8.084,3.181,10.216,3.905,7.945,4.956,6.65
11.004,6.871,0.082,6.95,10.315,12.107,7.032,11.671
8.731,11.039,11.81,9.132,7.973,5.706,10.229,6.816
6.99,6.093,2.082,7.944,8.376,11.686,7.673,8.644
9.08,9.802,0.082,9.945,8.896,5.692,6.428,7.078
9.886,5.064,3.31,8.552,7.079,9.262,10.173,9.566
5.146,10.132,4.613,6.507,7.769,8.798,7.741,10.752
10.061,7.084,0.084,10.192,7.999,5.649,8.459,6.742
8.133,9.758,5.144,6.089,12.313,10.656,7.591,5.969
6.8,11.372,0.087,8.605,5.696,7.249,9.429,9.663
9.125,6.076,0.05,9.492,5.957,8.9,9.072,10.259
7.976,8.985,1.879,7.394,9.622,6.484,6.538,5.09
8.377,5.328,0.071,8.072,10.021,8.513,10.176,6.618
7.668,10.037,0.04,7.982,8.596,7.683,8.399,10.578
9.815,8.381,2.574,8.083,6.022,8.685,6.832,7.457
6.335,10.54,0.082,8.283,10.237,8.56,11.263,10.676
12.303,6.734,0.949,9.182,7.644,7.755,8.214,8.964
5.447,7.574,2.444,7.934,7.979,9.515,5.481,14.483
6.865,8.39,0.076,7.977,7.957,7.981,9.152,0.109
9.036,7.355,5.459,12.058,7.988,7.944,8.015,11.078
12.156,10.349,0.092,4.191,10.32,6.359,8.017,4.049
4.987,7.616,0.048,7.994,6.766,10.76,9.093,7.788
6.953,7.997,0.045,11.451,8.955,6.971,12.106,8.23
10.98,7.51,0.043,7.062,9.056,10.058,3.954,10.935
7.154,9.145,0.395,10.799,6.977,5.457,10.415,6.004
8.384,9.886,1.302,5.1,7.637,9.799,6.769,10.363
7.279,5.571,2.015,9.092,8.649,8.298,23.176,9.68
12.507,8.455,2.011,8.424,12.327,9.284,0.078,7.416
4.979,13.457,0.08,6.933,5.353,8.673,1.247,9.782
9.226,6.354,1.914,13.162,10.824,5.994,9.505,5.989
6.923,4.886,5.174,4.553,4.727,9.718,7.356,8.988
7.937,8.992,0.071,9.572,12.792,7.318,7.017,7.93
12.022,8.072,0.04,5.356,5.046,7.212,9.068,12.073
8.961,9.516,0.036,7.978,7.612,12.283,9.4,2.968
4.033,7.994,0.036,13.407,8.42,5.68,6.615,10.029
11.177,7.839,1.974,10.657,7.164,9.917,9.038,9.319
9.117,9.161,0.069,1.879,8.925,7.067,22.889,6.736
5.107,8.772,1.859,9.077,12.356,9.363,0.136,8.376
9.899,13.627,0.082,10.611,3.968,7.673,5.803,8.601
6.28,2.414,3.624,12.51,9.005,8.07,5.095,10.79
13.073,6.033,5.474,0.119,8.491,10.06,8.502,7.017
6.497,13.097,1.698,12.647,8.655,8.111,8.638,9.981
6.63,4.177,1.908,6.039,9.484,9.217,5.742,8.095
8.511,8.904,0.073,11.396,7.924,8.985,15.115,7.975
7.144,8.301,4.11,5.63,7.675,4.106,0.928,7.756
11.101,7.875,0.074,7.552,9.233,11.934,10.32,5.164
10.535,9.088,0.042,8.703,7.004,5.9,11.519,10.349
4.496,8.054,0.036,6.145,8.743,14.096,5.904,7.364
7.045,7.353,0.036,12.177,8.296,7.662,8.396,10.844
11.037,11.311,5.057,7.807,10.036,3.605,8.738,7.451
5.777,7.695,0.071,7.268,11.449,9.846,7.729,6.945
11.579,6.038,2.535,7.828,2.542,6.435,8.92,9.298
5.589,8.484,0.082,9.039,8.173,10.489,8.134,5.872
7.973,14.337,0.047,9.172,8.806,7.29,7.097,9.55
7.111,2.911,1.642,6.165,9.495,7.406,12.529,9.793
8.353,7.651,2.433,10.025,10.317,13.134,3.93,6.575
9.192,11.397,0.083,5.443,3.837,10.366,9.408,7.013
9.936,6.491,2.216,9.642,9.293,2.649,5.121,9.123
9.353,10.09,0.076,9.414,9.405,7.667,9.744,9.882
5.184,5.867,1.321,6.771,9.157,8.981,9.072,8.114
9.831,8.587,0.082,11.826,6.48,6.636,7.944,10.367
7.282,8.692,1.891,6.414,7.048,6.711,6.963,5.557
13.785,7.141,2.147,9.79,10.978,10.906,10.429,8.018
3.384,9.905,2.977,7.307,7.93,11.744,6.987,7.911
7.742,7.576,0.081,10.214,11.107,3.669,10.94,15.494
9.068,8.538,1.232,3.753,5.622,8.68,7.053,4.376
7.289,9.467,2.364,10.052,7.443,12.224,8.085,6.51
11.173,9.18,0.068,11.06,8.274,6.375,8.148,11.27
6.629,5.991,1.358,9.928,11.732,7.343,6.965,4.989
8.035,11.408,3.164,3.661,7.566,18.218,10.012,8.41
7.012,5.874,0.066,12.583,4.535,0.107,8.67,9.997
8.319,6.471,0.041,5.179,12.826,6.686,10.738,19.115
7.836,13.184,1.563,14.62,11.68,7.701,6.606,0.089
12.282,6.481,5.976,0.796,2.774,7.9,8.931,3.668
5.945,6.01,1.301,10.2,9.307,9.882,6.958,7.664
11.827,9.382,0.066,6.738,6.936,10.043,9.964,7.744
5.612,10.449,1.957,7.881,10.147,5.404,5.929,9.466
8.231,5.981,2.786,10.075,5.889,9.427,7.715,10.628
10.9,7.078,0.081,11.326,10.037,6.413,8.544,9.706
4.113,9.113,0.047,3.077,8.043,9.345,12.874,8.381
8.05,9.312,7.991,10.585,7.25,8.61,3.103,5.004
12.043,11.145,0.081,8.007,9.262,8.192,10.109,10.421
6.298,7.011,0.041,8.383,7.858,7.196,9.781,6.244
7.878,5.787,0.036,9.62,7.373,7.355,7.571,7.079
9.783,7.219,0.035,4.462,8.563,9.729,6.72,8.084
8.28,7.87,0.035,8.428,10.84,9.49,8.175,11.865
7.79,16.684,0.035,10.347,5.545,9.057,7.126,6.36
7.938,0.347,0.752,6.76,8.39,12.148,8.498,8.84
7.057,8.49,0.081,10.598,7.648,5.194,11.691,9.092
8.958,9.717,2.731,9.457,11.294,6.549,7,12.506
11.99,8.916,0.09,5.998,6.778,9.564,9.127,5.307
4.096,7.47,1.901,9.655,9.797,5.915,5.404,9.126
8.9,6.832,0.08,6.614,6.342,7.557,10.99,4.44
7.991,9.809,1.873,9.497,9.073,10.164,6.483,10.735
9.534,7.177,0.083,10.637,7.606,10.478,11.203,6.126
9.412,9,0.047,8.188,13.946,4.796,5.991,13.134
5.062,10.169,4.732,3.784,4.483,7.983,13.633,7.872
11.117,6.091,0.08,8.804,5.915,9.674,7.4,19.303
7.929,7.424,0.04,8.615,12.369,7.875,6.71,0.09
7.422,9.761,0.036,8.585,9.624,11.435,5.217,7.149
7.72,7.959,0.944,9.734,3.397,6.169,11.752,6.761
9.235,9.257,4.223,6.108,8.836,8.263,8.729,9.365
8.94,8.917,0.082,8.453,7.701,9.35,7.769,3.047
6.041,8.498,1.647,10.451,7.961,5.731,4.906,6.414
10.898,6.757,0.082,6.602,9.184,9.224,9.315,8.346
8.033,9.391,0.392,11.95,9.282,6.761,8.684,9.339
8.857,8.811,1.516,5.058,5.707,11.053,7.045,8.165
7.366,7.254,1.169,7.034,9.082,6.154,8.067,9.86
7.248,6.599,4.176,8.941,8.043,9.98,11.982,9.588
7.911,12.276,0.601,9.439,8.372,8.291,5.042,5.894
8.892,5.004,5.964,9.453,9.433,7.07,9.014,11.009
8.771,12.102,1.958,7.868,8.23,10.761,7.612,5.835
10.934,5.344,0.082,5.945,10.619,10.438,8.164,10.427
6.064,9.953,1.901,9.887,5.376,4.694,9.082,6.789
8.913,6.072,10.019,9.306,9.989,7.005,9.239,9.029
5.942,10.03,6.385,7.734,10.959,11.573,6.908,11.17
