agent_ms_1,agent_ms_2,agent_ms_3,agent_ms_4,agent_ms_5,agent_ms_6,agent_ms_7,agent_ms_8
30.553,31.027,37.6,29.074,29.189,24.283,34.102,41.326
27.602,31.497,21.809,30.578,30.54,31.11,28.452,25.83
29.741,29.056,27.245,30.017,29.77,28.937,29.085,24.129
32.107,28.444,32.997,33.301,33.587,25.695,31.229,29.969
29.642,31.39,27.032,26.576,27.06,31.225,27.154,27.324
30.238,30.667,32.941,29.673,28.68,31.947,35.309,30.477
30.449,28.661,27.33,28.244,32.615,28.267,30.237,42.639
27.704,31.643,30.765,31.432,34.524,29.895,23.897,25.74
29.128,28.818,30.943,30.825,25.141,29.541,31.629,33.622
29.067,28.558,31.211,29.721,33.547,33.583,27.955,26.328
31.018,31.213,32.537,30.379,31.401,33.401,32.011,22.319
31.378,31.673,28.202,32.905,30.566,23.316,29.522,35.623
29.978,27.723,27.128,24.963,27.223,32.787,28.594,27.337
30.667,32.027,30.17,31.905,27.242,33.409,31.533,27.128
29.385,28.474,37.991,29.075,27.486,25.265,38.116,29.564
28.038,30.095,22.225,31.213,31.19,28.72,26.007,32.453
31.46,28.305,28.272,29.161,32.338,30.13,28.015,27.85
33.815,30.417,31.78,31.983,29.573,29.386,26.373,28.534
24.537,38.54,30.396,27.84,28.215,30.098,35.348,30.783
34.75,23.64,27.88,34.303,30.324,30.048,26.083,32.148
26.631,29.82,29.998,24.077,30.516,37.704,33.184,28.839
30.617,27.632,32.063,31.788,30.698,23.161,26.451,30.104
27.795,31.489,30.053,31.485,27.826,28.571,35.722,33.471
32.536,34.79,31.577,28.528,31.142,35.19,24.938,33.69
27.695,30.37,27.798,31.127,27.814,27.192,31.077,31.556
30.469,25.346,30.914,29.309,32.366,29.676,26.31,27.505
30.545,31.206,27.528,28.156,27.46,26.617,32.289,24.876
35.334,27.999,33.347,33.229,31.471,44.036,33.321,30.83
25.099,31.5,27.841,29.073,28.201,18.83,32.361,38.579
28.079,31.262,30.629,30.738,32.436,30.053,24.897,17.9
33.316,26.412,30.25,28.714,29.819,29.709,28.061,32.855
32.033,33.103,29.972,28.658,29.847,28.357,31.563,28.631
27.363,26.101,28.851,31.176,35.012,35.497,33.772,30.495
27.67,30.217,29.734,28.148,35.921,43.161,32.595,28.033
30.221,33.477,31.483,32.209,17.56,23.412,25.715,31.2
33.374,27.807,27.612,27.489,31.781,19.316,29.729,30.766
27.647,30.718,35.133,30.446,33.215,31.116,26.205,31.519
30.452,28.087,31.147,31.931,28.039,31.429,32.125,28.164
29.27,32.719,26.028,30.337,28.028,26.139,30.03,30.258
29.577,34.961,27.318,30.392,33.756,32.869,29.819,37.596
30.475,23.75,32.381,27.304,26.793,44.825,30.68,21.276
28.602,30.939,30.971,33.847,31.842,15.795,31,33.165
31.851,27.188,28.787,27.161,38.666,27.956,29.41,27.416
28.702,32.687,29.347,29.328,19.463,31.551,28.865,29.603
32.744,29.979,30.588,31.552,29.318,25.906,29.115,29.596
28.116,33.162,28.698,29.345,36.105,32.014,30.086,28.6
29.178,27.185,31.676,33.856,24.78,35.716,30.052,35.11
30.026,30.739,28.836,25.092,29.022,35.633,30.471,26.995
28.823,28.2,30.334,31.93,30.444,18.948,29.582,31.518
34.299,30.927,28.814,31.13,32.033,30.201,32.521,26.828
28.486,29.852,33.417,26.925,26.693,28.357,27.049,29.291
28.715,32.902,27.674,28.912,32.22,32.057,32.989,32.941
30.806,27.193,32.21,34.961,29.324,29.13,27.674,27.5
27.869,31.036,27.685,29.278,32.558,28.818,30.864,32.536
32.471,28.006,31.31,33.918,25.366,32.479,32.254,30.281
29.392,29.703,29.896,26.934,29.867,28.961,39.299,42.761
30.269,33.073,29.958,27.447,31.481,32.765,24.931,18.289
27.829,27.233,28.198,30.091,40.091,28.417,23.774,30.212
29.761,28.309,29.847,31.56,20.887,29.685,30.411,27.018
33.448,32.439,34.611,28.409,28.621,32.603,29.66,36.769
27.391,31.54,25.648,32.303,30.693,26.667,28.749,28.899
29.292,27.522,30.919,26.311,30.985,28.905,30.63,25.649
31.919,36.346,29.297,33.618,31.21,41.005,30.858,40.041
28.777,24.76,29.991,25.692,26.038,17.529,29.437,29.149
31.313,30.273,29.807,32.572,36.744,39.057,26.961,19.997
30.837,30.292,31.75,31.51,26.313,31.781,34.103,28.521
30.657,31.971,27.121,26.469,28.87,31.848,28.247,31.94
29.114,23.988,31.671,31.852,29.911,21.799,27.861,30.644
27.682,31.314,31.157,31.047,27.594,30.151,31.893,31.78
32.494,35.968,29.375,27.431,33.751,28.875,40.143,27.248
27.698,26.87,28.02,28.356,43.893,26.245,27.774,32.687
34.043,29.086,31.658,32.096,15.397,30.485,25.348,30.384
26.448,31.145,31.988,28.125,29.339,32.552,25.369,29.63
29.041,31.961,30.046,33.106,30.659,29.535,33.23,30.013
32.005,26.215,28.847,29.329,27.674,32.836,32.118,28.986
27.63,28.258,31.551,29.839,29.262,25.774,24.872,33.299
35.165,30.262,27.46,30.52,32.303,32.968,33.644,22.993
25.185,36.999,33.773,30.422,29.131,27.74,33.349,33.356
30.158,27.642,27.985,29.321,29.102,30.586,28.275,28.143
30.172,26.838,30.062,34.686,29.332,30.713,27.428,30.627
31.394,28.493,27.173,25.934,34.599,27.562,29.683,28.619
33.792,29.043,33.325,31.49,27.305,31.236,30.414,30.966
27.351,32.061,31.296,30.491,31.161,30.604,32.98,28.317
29.358,33.446,28.49,26.72,27.336,29.144,26.24,29.144
27.712,28.108,30.198,30.071,30.191,31.298,28.127,33.809
30.401,29.785,26.653,29.216,32.918,30.334,31.688,31.038
29.337,29.038,32.565,32.366,31.812,30.97,27.355,34.662
31.718,29.302,30.453,30.734,30.534,27.651,29.926,23.312
28.762,29.47,29.719,25.689,25.951,31.708,32.022,35.211
30.713,29.549,32.915,35.513,29.839,37.117,29.558,25.399
30.547,30.272,24.725,25.675,30.303,30.423,28.042,29.434
30.658,28.751,31.525,29.554,32.003,22.062,31.097,29.891
27.111,31.422,29.321,30.629,29.022,27.787,33.91,31.875
36.924,29.878,29.315,31.589,32.308,33.476,28.417,29.76
25.857,32.28,29.058,33.02,24.631,28.957,26.3,28.332
27.15,30.413,33.298,26.036,36.059,29.232,32.428,38.049
31.288,26.594,26.121,28.489,26.275,36.549,31.99,23.603
31.382,29.533,33.835,31.276,27.985,25.005,29.399,28.254
28.66,30.412,28.096,28.532,32.285,26.968,26.857,30.88
30.494,30.776,31.205,30.25,29.996,32.882,31.552,45.002
29.506,30.617,29.165,36.945,28.321,26.609,29.892,22.743
30.928,28.04,30.296,25.29,31.001,31.293,31.274,21.578
27.779,31.374,27.937,29.492,29.464,31.536,30.87,28.871
32.113,28.191,29.401,31.058,30.924,27.584,29.473,30.878
28.041,32.264,31.911,29.543,27.049,29.712,30.999,32.707
