agent_ms_1,agent_ms_2,agent_ms_3,agent_ms_4,agent_ms_5,agent_ms_6,agent_ms_7,agent_ms_8
0.672,0.911,1.449,2.025,1.913,4.574,2.229,3.962
0.632,0.85,3.169,2.038,3.959,2.584,5.463,2.07
0.846,0.679,1.401,2.039,7.2,5.363,2.965,2.074
0.682,1.441,1.428,1.331,1.941,4.432,1.931,4.281
1.205,1.449,1.252,1.294,2.05,2.632,1.873,5.804
1.184,1.409,1.183,1.296,3.614,5.123,4.455,3.771
0.52,1.489,1.383,1.326,1.771,2.241,4.352,3.847
0.702,3.933,1.412,1.277,1.748,5.319,5.057,2.191
0.675,1.423,1.233,1.198,3.522,1.539,3.421,2.354
1.215,1.57,1.207,1.348,2.256,3.174,1.92,5.777
0.816,1.423,1.371,1.293,2.389,2.275,1.888,4.202
1.037,1.423,1.228,2.515,2.403,2.279,4.462,4.228
0.79,1.429,1.419,1.183,2.051,3.803,4.095,2.239
0.673,1.158,1.163,1.31,2.253,2.255,2.327,2.23
0.677,1.442,1.285,3.302,2.515,5.111,2.223,2.219
0.772,1.425,1.401,1.611,2.444,2.472,3.815,2.2
0.513,1.455,1.222,3.209,2.118,2.525,2.011,2.275
0.777,1.432,1.737,3.376,2.243,2.534,2.337,2.242
0.671,1.475,6.731,1.738,2.09,2.519,2.307,2.213
1.176,1.076,1.242,3.739,2.096,2.492,2.276,2.242
0.704,1.448,2.153,3.705,1.934,8.777,7.367,4.941
0.513,1.483,1.853,3.659,3.038,3.159,2.496,2.264
0.71,1.416,1.407,3.772,2.309,3.044,2.594,2.138
0.655,1.437,3.042,2.202,1.899,2.344,2.522,2.079
0.759,1.117,0.973,4.291,2.442,2.163,2.491,2.8
0.666,1.471,1.158,2.203,1.647,5.45,4.284,2.802
1.266,1.458,0.785,2.23,3.598,3.191,4.305,2.792
0.672,1.465,0.915,2.216,5.818,5.474,2.389,6.445
0.623,1.462,5.056,2.159,3.471,5.213,2.351,2.781
0.671,1.463,1.563,2.14,2.607,2.579,10,2.41
0.69,1.104,1.161,2.352,3.329,3.109,5.221,1.97
0.698,1.425,1.422,2.269,9.176,3.419,3.072,3.325
0.459,1.423,1.178,2.194,1.331,6.908,3.373,6.2
0.511,1.498,1.591,2.319,2.98,1.77,3.481,6.022
0.648,1.408,1.506,2.182,7.095,5.329,5.076,5.058
0.67,0.678,1.462,2.193,1.653,3.031,3.279,2.569
0.722,0.966,0.941,2.131,3.484,3.03,2.664,5.258
0.673,1.44,0.792,2.234,2.039,5.794,5.713,5.236
0.513,1.449,2.03,4.002,1.672,4.964,2.416,2.421
0.678,1.399,2.273,2.246,1.633,4.231,2.635,2.276
1.192,4.147,1.253,2.223,3.62,2.508,2.675,2.29
0.753,1.196,4.507,2.192,2.834,2.506,2.203,2.329
1.178,1.089,2.07,2.185,1.892,2.484,2.744,5.049
3.457,1.462,1.679,2.463,1.893,2.36,5.77,3.024
0.681,1.419,1.211,2.413,1.623,4.878,3.221,3.346
0.693,4.273,0.994,2.195,1.924,2.771,3.052,2.987
0.788,1.199,1.207,4.182,1.969,4.365,3.538,3.505
0.815,1.688,0.968,2.266,2.284,3.084,5.635,1.869
0.682,1.454,1.194,2.254,1.921,3.016,1.875,1.826
0.669,1.396,1.027,2.254,1.663,2.862,3.65,1.956
0.618,1.445,1.163,2.246,1.851,3.092,2.074,8.869
0.766,1.16,1.194,4.231,1.976,3.068,2.135,4.281
0.809,0.954,1.167,2.176,3.758,5.68,3.569,2.574
0.762,0.945,1.253,2.23,2.932,3.057,2.181,2.791
0.78,0.956,1.176,2.221,3.36,4.897,3.485,5.377
0.514,0.934,1.21,2.229,1.905,2.466,2.079,5.417
0.795,0.72,1.007,2.255,6.79,2.497,2.407,2.947
0.696,0.951,1.167,2.278,1.679,4.569,3.326,3.079
0.709,0.968,0.97,2.26,3.388,2.812,2.556,3.514
0.654,0.925,2.233,3.966,6.139,8.462,2.616,3.524
0.53,0.946,1.577,3.837,3.762,2.615,2.868,3.117
1.603,0.94,1.44,2.321,3.525,2.71,4.038,3.7
0.718,0.741,1.454,3.655,3.367,2.659,2.503,2.939
0.769,0.954,1.466,3.698,1.956,2.674,2.533,3.873
0.678,0.984,1.432,2.193,1.909,2.678,2.528,1.985
1.039,1.015,1.433,4.122,1.872,2.472,2.541,1.922
0.794,0.979,1.165,2.165,2.826,4.914,1.512,2.615
0.803,0.606,1.265,2.48,3.182,2.644,1.516,2.882
0.974,1.021,1.12,4.051,1.987,2.667,1.449,2.579
0.663,0.614,1.148,2.152,1.81,2.433,4.733,3.925
0.677,0.739,1.22,2.19,1.975,2.709,1.898,2.605
1.41,0.664,1.272,2.222,1.852,1.686,1.919,2.523
0.596,1.794,1.173,2.161,1.746,6.451,1.924,2.74
0.672,0.554,1.1,4.132,3.258,3.557,4.166,2.668
0.759,0.601,1.141,2.187,1.853,2.234,7.006,2.948
3.353,1.249,1.186,2.201,2.117,2.29,6.751,4.83
0.716,1.215,1.139,2.235,2.226,2.226,4.077,3.311
0.826,1.362,5.817,2.209,4.2,2.224,2.139,4.978
0.686,0.974,1.112,2.252,1.957,4.751,2.232,3.118
1.197,1.201,1.244,2.174,1.887,4.298,2.475,2.236
0.694,1.216,1.16,2.145,4.208,2.484,2.818,3.235
0.716,1.34,1.125,2.455,4.144,2.521,2.849,3.211
0.515,1.233,1.209,2.184,2.219,8.411,3.417,3.679
0.783,1.221,1.292,2.79,1.915,2.857,4.515,1.569
0.783,1.008,1.184,2.419,3.939,1.668,3.303,4.841
0.669,1.272,1.137,2.238,1.897,4.995,2.543,2.574
2.056,1.268,1.171,2.117,2.208,4.071,3.468,3.496
0.519,0.808,1.184,3.752,2.228,2.254,3.266,3.217
0.653,0.784,1.139,2.495,2.051,2.232,5.953,3.911
0.666,0.597,1.09,3.402,2.397,6.026,7.832,2.041
0.745,0.778,3.167,2.385,2.694,3.339,4.195,3.936
0.72,0.792,1.148,2.367,2.002,1.575,3.678,2.205
0.517,1.508,1.091,2.403,1.295,3.217,2.014,1.911
0.8,1.407,1.247,1.449,1.258,3.508,2.056,2
0.69,0.709,1.163,3.435,1.404,3.111,1.947,1.958
1.235,0.918,3.22,2.097,1.33,3.157,4.367,3.913
0.71,0.901,1.104,2.021,1.241,2.833,3.697,2.878
0.884,1.483,1.235,2.054,2.593,3.094,2.345,2.476
0.681,1.494,1.137,3.649,3.342,3.149,2.458,2.521
0.504,4.064,1.225,4.038,1.66,3.115,4.13,2.621
0.683,1.448,1.214,4.202,1.909,3.096,3.773,2.561
0.726,1.483,1.125,2.176,1.822,3.172,4.298,2.506
1.194,1.499,1.222,2.159,4.075,1.857,6.044,2.563
0.672,1.522,1.131,2.235,1.867,4.494,3.741,6.346
0.507,1.477,1.401,2.133,2.044,5.023,4.769,4.681
1.174,1.197,1.197,4.295,6.53,2.647,2.334,1.553
0.718,1.522,1.168,2.467,3.728,3.044,2.975,1.854
1.165,1.515,1.277,2.121,1.895,4.359,4.926,1.51
1.179,1.689,1.138,3.954,4.003,4.485,4.767,2.945
0.522,1.549,1.172,3.002,3.404,1.697,2.868,2.874
0.765,4.235,1.443,2.191,1.699,3.441,2.858,6.524
0.851,1.226,1.123,2.137,1.731,4.453,2.675,3.557
0.675,1.51,1.19,2.196,1.639,2.07,2.828,6.758
0.667,1.457,3.291,2.18,1.864,4.47,2.91,6.427
5.587,1.456,1.216,2.17,1.439,3.12,3.095,3.539
0.695,1.611,1.115,1.934,2.992,3.226,3.128,4.151
0.78,1.059,1.192,2.161,2.151,3.37,5.407,2.452
0.863,0.974,1.267,2.162,2.163,5.022,2.828,3.271
0.702,0.995,1.135,2.263,1.054,2.349,5.571,3.431
0.645,1.471,1.253,1.194,1.178,2.332,2.418,1.89
0.884,1.48,1.186,1.177,1.199,2.834,4.985,2.249
1.095,0.695,1.291,2.353,1.239,2.342,6.219,3.838
0.703,0.93,3.001,2.281,2.934,5.825,2.102,2.282
0.668,0.902,1.098,2.463,1.335,5.143,1.916,1.992
0.748,0.869,1.235,2.617,3.432,2.476,1.004,3.775
1.239,0.878,1.169,3.161,1.8,2.583,1.216,2.372
0.521,1.392,1.248,2.769,1.612,4.53,2.161,2.379
0.66,1.102,1.289,5.166,1.624,5.29,4.077,3.097
0.671,1.457,1.201,1.814,2.939,2.641,2.368,3.908
0.658,1.443,1.204,1.91,3.589,2.639,1.45,4.607
0.793,1.453,1.225,1.781,3.414,2.724,1.214,2.726
0.493,1.51,1.486,1.801,3.633,9.123,2.752,4.157
0.722,4.43,1.824,1.809,1.977,2.378,7.786,3.507
1.224,1.22,1.207,1.805,1.761,4.084,1.308,3.486
0.689,0.924,1.302,1.819,3.801,5.287,1.231,3.551
0.734,0.945,1.209,1.79,1.665,2.513,2.323,6.417
0.612,1.457,1.173,1.826,1.628,2.653,4.076,3.594
0.682,1.44,1.268,1.83,2.933,1.644,1.112,2.271
0.661,0.75,1.198,1.847,2.939,5.586,0.994,4.779
0.695,0.968,1.386,1.799,1.834,3.236,1.225,5.384
0.557,0.934,3.219,1.781,2.052,3.246,2.281,2.195
0.35,0.946,1.181,2.291,1.31,3.474,3.313,2.214
0.525,1.649,1.221,1.773,1.111,5.139,2.962,3.866
0.451,1.19,1.167,1.878,3.007,3.027,3.119,2.407
0.774,1.614,1.245,1.79,3.367,3.065,3.015,3.821
0.703,1.572,3.179,1.826,2.536,5.037,5.379,3.426
3.432,1.492,1.22,1.846,1.533,2.364,5.286,7.159
0.695,1.407,1.211,1.775,1.378,5.208,3.063,2.809
1.137,1.109,1.23,1.783,2.929,2.539,3.094,2.19
0.666,1.461,1.234,1.808,3.437,4.981,2.829,2.188
0.714,1.445,1.179,2.014,2.19,2.804,5.799,2.1
0.763,1.442,1.378,1.748,1.951,2.525,4.466,2.091
0.674,1.457,1.249,1.971,3.026,2.666,2.529,2.033
0.588,1.43,1.251,1.976,4.401,5.443,2.766,2.184
0.766,1.038,1.24,3.411,1.388,2.696,2.396,2.203
1.206,1.44,1.256,3.575,3.383,4.248,5.959,3.22
1.305,1.445,1.228,2.312,4.039,1.731,3.707,3.711
0.662,1.456,1.206,2.302,2.201,3.614,3.468,3.729
0.511,1.403,3.286,2.372,1.973,3.487,2.479,2.118
1.158,4.201,1.197,2.229,4.397,3.503,2.065,2.251
0.677,1.433,1.178,1.609,1.277,3.848,2.078,2.803
0.694,1.411,1.241,1.549,2.92,2.127,2.058,3.352
1.188,1.423,3.09,1.539,2.986,2.285,4.546,2.626
6.316,1.492,1.189,1.755,4.413,2.23,1.84,2.805
1.181,4.034,1.275,1.497,2.133,2.223,2.038,4.814
1.182,1.397,1.223,1.544,1.753,2.509,3.442,2.608
1.234,1.454,1.265,1.535,1.759,2.083,3.938,6.333
1.18,1.432,3.204,2.97,2.041,5.071,3.818,2.702
0.673,1.459,1.183,1.59,2.064,5.206,2.385,2.629
1.192,0.866,1.252,4.546,3.514,5.084,2.665,6.474
0.524,0.676,1.25,3.277,1.575,2.467,4.553,5.921
1.229,0.891,1.2,4.003,1.603,3.024,2.657,5.172
0.789,1.435,1.277,3.817,1.863,3.015,2.561,3.884
0.67,1.449,1.169,1.868,1.636,3.016,4.237,7.547
0.67,1.43,1.234,1.834,1.567,1.868,6.018,6.075
0.791,1.12,1.223,1.797,1.797,4.389,2.71,2.663
0.662,1.493,1.215,1.823,2.107,2.493,2.986,2.706
0.671,1.623,1.283,1.815,1.787,2.535,1.721,4.622
1.247,1.432,1.185,3.602,1.795,8.236,5.78,2.495
0.807,1.516,1.345,2.306,1.815,3.07,6.129,4.812
1.046,1.439,1.214,2.29,3.31,2.688,3.11,2.649
1.211,1.136,1.182,2.495,3.882,3.047,3.201,2.672
0.67,1.458,1.259,1.293,2.125,2.474,2.981,3.084
0.674,1.491,1.263,1.395,2.025,2.099,2.989,2.525
0.673,1.523,1.217,6.177,3.788,2.131,2.761,2.42
0.505,1.408,3.151,3.29,1.786,7.817,2.86,2.69
0.693,4.398,1.234,3.243,3.315,2.708,2.846,2.387
0.672,1.276,1.173,1.994,3.386,2.533,2.652,2.514
0.67,1.414,1.919,2.08,4.139,2.715,3.038,2.682
0.669,1.429,1.889,3.65,2.035,3.029,2.924,2.649
0.53,1.449,1.84,3.643,3.339,5.045,1.916,2.217
0.807,4.096,1.936,2.367,2.99,2.5,1.224,2.547
0.661,1.328,1.829,4.42,1.603,2.714,1.079,4.094
0.663,1.469,1.726,2.313,1.148,4.844,1.109,4.511
0.684,1.414,1.141,2.335,2.977,3.053,0.999,1.699
0.779,1.44,1.112,2.35,1.413,3.285,1.395,1.879
0.77,1.38,1.121,3.641,1.173,2.998,1.197,3.197
0.614,1.293,1.827,2.185,2.924,2.864,1.117,9.385
0.678,1.468,1.831,2.273,1.533,4.806,3.348,2.373
1.164,1.388,1.925,2.114,1.851,4.844,5.202,4.425
0.68,1.439,2.098,2.171,1.781,2.374,3.247,4.161
0.666,1.431,1.834,2.187,1.81,2.236,3.228,4.693
0.513,1.471,1.911,2.34,1.585,5.592,3.611,2.529
0.745,0.744,4.229,2.155,1.786,3.995,5.083,2.54
1.181,0.982,1.863,2.131,1.813,2.244,5.273,4.169
1.155,1.434,1.799,2.132,1.855,5.652,3.245,2.503
1.198,1.424,1.109,3.984,3.843,5.382,3.261,2.508
1.196,1.413,1.021,2.174,1.78,2.725,2.193,3.636
0.692,1.121,0.975,2.673,1.835,3.048,2.299,2.659
0.671,1.524,1.929,2.156,3.821,5.039,3.719,1.78
1.194,1.451,1.046,2.587,3.033,5.099,9.063,1.705
1.232,1.519,1.022,2.584,2.54,2.663,3.011,3.712
1.039,1.427,2.685,1.396,2.545,4.601,4.975,3.132
0.678,2.478,1.045,1.357,4.828,2.668,2.986,3.937
1.167,0.901,1.023,5.473,2.041,2.512,2.998,3.414
1.046,0.869,1.769,3.059,1.777,5.08,3.166,1.754
0.711,0.932,1.875,3.724,1.975,2.933,3.013,6.355
3.853,1.43,2.186,1.943,3.466,3.658,3.117,2.376
0.705,1.39,1.165,1.91,2.079,4.327,5.027,2.231
0.655,1.088,1.129,8.999,1.991,2.767,3.139,3.283
1.18,0.969,1.125,3.826,2.918,2.344,2.972,4.858
1.34,1.453,1.039,2.235,3.704,2.352,3.061,2.875
1.3,1.492,1.131,2.393,2.212,2.54,3.056,11.41
0.669,1.444,1.222,1.474,2.142,2.32,5.238,3.649
1.062,1.119,0.684,3.659,2.061,2.534,3.023,5.879
0.689,1.45,1.176,2.349,2.012,2.569,2.939,3.35
1.219,1.456,1.09,2.18,2.076,2.385,3.079,4.489
1.209,1.42,1.11,2.198,2.05,4.324,2.983,3.703
0.776,1.428,1.054,2.208,6.857,2.365,5.114,3.74
0.613,4.218,1.164,2.146,1.629,4.134,3.029,3.141
0.769,0.742,2.956,2.13,1.808,2.515,2.941,5.55
0.723,0.887,1.086,2.18,3.253,2.355,2.965,5.014
0.766,0.887,1.147,2.4,1.796,8.798,9.931,2.617
0.661,0.9,1.09,3.986,1.855,4.849,2.856,5.405
0.52,0.897,1.239,2.159,3.56,4.455,2.494,2.578
0.69,0.419,1.098,5.729,1.406,4.721,2.548,2.901
0.691,1.427,1.125,2.351,1.811,4.55,2.765,2.789
0.676,1.397,1.133,2.149,1.603,2.863,2.935,2.791
1.22,1.467,1.06,4.211,6.675,2.641,3.862,3.977
5.888,1.452,2.983,2.175,1.955,5.003,3.392,3.976
1.184,0.734,1.124,2.182,1.882,2.39,3.421,3.953
0.68,0.955,1.129,4.015,1.709,2.358,3.425,3.718
0.727,1.449,1.137,2.271,1.709,2.405,6.133,2.398
0.685,1.502,1.083,4.131,3.31,2.552,2.577,2.201
0.797,0.88,1.34,2.147,2.046,2.15,1.692,4.007
0.794,0.867,1.09,2.179,1.234,2.292,3.637,7.077
0.548,0.694,1.824,4.241,1.182,2.361,8.386,3.54
0.784,0.977,2.985,2.147,1.294,3.314,2.226,2.31
0.672,0.854,1.172,2.14,1.348,3.028,1.402,4.18
0.831,0.888,1.125,2.223,1.279,3.095,3.645,2.405
1.164,0.857,1.106,2.14,1.137,5.62,6.413,2.417
0.636,0.702,1.141,2.16,2.834,2.831,2.319,2.307
0.692,1.649,1.091,2.23,1.561,3.029,2.281,2.438
1.235,1.43,1.105,2.169,3.499,3.686,2.33,2.748
0.665,1.46,1.179,2.212,1.74,3.463,4.805,4.365
0.711,1.397,1.124,2.131,1.582,3.035,4.872,3.077
0.508,6.993,2.943,2.175,4.303,3.065,4.282,3.242
0.686,1.232,1.183,2.188,1.75,5.886,2.595,3.347
1.192,1.453,1.112,2.168,1.789,1.797,2.565,5.892
0.675,1.425,1.122,2.214,3.097,1.816,4.194,6.411
0.792,1.461,1.138,4.103,1.76,1.829,2.572,4.31
0.616,1.457,4.351,1.296,1.566,3.429,5.85,3.651
0.76,1.137,1.188,1.317,1.693,3.568,2.812,3.599
0.769,1.532,1.135,1.288,1.601,4.264,2.814,2.043
0.667,1.431,1.908,1.297,1.764,2.146,2.841,2.042
0.7,1.39,1.828,2.401,1.77,2.113,3.632,2.054
0.52,1.428,1.704,1.369,1.861,2.21,2.418,2.019
0.8,1.165,1.855,1.295,1.763,2.178,2.734,2.176
1.189,2.473,1.12,6.163,1.776,4.226,9.455,3.631
0.698,0.861,1.159,4.142,1.604,2.841,3.492,2.844
0.714,1.461,1.076,3.303,1.727,2.822,3.501,2.932
3.88,1.458,1.169,3.306,3.358,2.838,3.322,3.038
0.701,1.516,1.121,3.325,3.045,2.797,2.229,5.065
0.786,1.093,1.135,2.196,2.007,1.785,3.776,2.96
0.661,1.444,1.138,1.792,1.725,3.237,2.287,2.942
0.814,1.391,1.152,1.784,3.477,4.029,4.888,2.958
0.769,1.461,1.116,1.874,1.575,7.516,2.022,5.297
0.767,1.387,1.08,1.823,1.826,2.005,4.846,2.953
0.601,4.144,1.224,1.789,2.62,2.176,5.586,6.641
0.682,1.414,3.008,1.817,1.897,2.112,2.832,3.482
0.874,1.486,1.081,1.798,2.101,2.114,2.066,3.243
1.206,1.48,1.108,1.792,6.248,3.754,4.928,2.932
0.705,1.486,1.144,1.808,2.924,2.358,2.693,2.887
0.513,4.231,1.11,1.857,3.341,3.755,4.567,3.616
0.798,1.206,3.039,1.832,4.29,5.198,4.496,2.181
1.221,0.898,1.945,3.594,1.68,2.522,2.577,4.103
1.234,0.896,1.091,1.822,2.073,2.474,7.889,2.293
0.676,1.459,1.09,3.445,2.003,2.498,4.837,2.367
0.618,1.407,1.886,1.616,1.807,4.249,2.285,2.343
0.669,1.064,1.831,2.372,1.975,2.486,4.48,4.188
0.704,1.474,1.973,1.778,1.962,2.538,3.782,2.334
0.697,1.575,1.829,1.83,2.215,2.541,3.65,2.325
0.755,1.425,1.895,4.09,2.016,2.679,3.797,2.324
3.443,1.513,1.118,1.847,2.24,2.528,2.386,2.308
1.182,1.134,1.09,1.823,3.827,2.503,5.08,2.373
0.751,0.955,1.155,3.355,1.461,2.494,2.87,2.366
0.815,0.974,1.09,1.742,1.733,2.579,2.802,2.3
0.719,0.959,2.97,1.791,1.637,2.516,2.506,2.371
0.68,0.996,1.131,1.812,1.503,2.485,2.657,2.369
0.694,0.932,1.295,1.63,1.767,2.486,2.833,2.302
0.528,1.103,1.1,1.851,1.58,2.483,4.637,2.244
0.811,1.489,1.077,1.793,1.775,8.948,3.313,2.229
0.806,1.48,1.843,3.779,3.885,3.056,5.478,2.923
0.674,1.467,1.867,3.161,1.855,5.543,2.379,6.634
1.183,1.432,1.84,2.189,1.779,5.239,9.1,2.677
0.53,4.141,1.839,3.199,1.853,5.095,4.197,2.45
0.665,0.766,2.128,4.014,3.862,4.075,2.375,2.835
0.678,0.892,1.775,2.652,1.875,2.327,3.239,2.968
0.706,0.885,1.263,4.142,1.935,3.998,3.224,3.32
0.77,0.869,1.417,3.569,3.958,2.421,3.261,3.45
0.525,0.878,1.311,2.223,1.927,2.458,5.757,3.426
0.691,0.68,1.229,1.635,3.302,2.414,1.905,6.41
0.659,0.905,1.401,1.606,3.489,2.387,1.944,6.182
0.674,0.893,1.346,1.631,4.257,13.907,3.555,2.38
0.806,0.907,1.299,3.085,3.704,2.636,1.89,1.799
0.528,1.428,1.242,1.469,2.458,2.694,5.143,3.606
1.206,1.16,1.284,2.016,2.382,2.707,2.871,6.619
1.253,1.459,1.264,3.829,4.56,2.983,2.599,2.396
0.683,1.463,1.392,2.381,2.201,3.256,4.78,4.515
0.764,1.45,1.284,3.991,2.196,5.207,4.629,2.966
0.609,1.434,1.333,2.153,2.399,2.294,2.77,2.495
0.801,3.928,1.26,2.202,2.145,2.147,5.005,2.542
0.831,1.411,1.312,4.087,2.453,2.389,5.134,2.828
0.674,2.899,1.762,1.96,2.132,5.125,5.124,2.891
0.765,1.43,4.894,2.402,2.134,2.854,2.093,3.607
3.964,1.499,1.159,2.159,2.421,2.741,2.535,3.566
0.68,1.417,1.248,2.241,1.345,2.882,9.247,3.71
0.743,1.1,1.202,4.213,1.158,2.804,4.386,3.365
0.687,1.467,1.152,2.37,1.414,5.353,5.555,3.662
0.686,1.419,1.826,2.193,2.946,2.944,3.478,3.49
0.739,1.437,1.944,2.177,3.5,2.819,5.462,2.892
1.589,1.52,1.823,1.446,3.263,4.99,4.852,1.655
0.506,1.432,1.785,3.007,1.494,2.494,4.512,1.518
0.803,0.716,2.149,3.036,2.302,2.598,2.863,3.987
0.77,0.877,1.806,2.952,6.313,5.059,2.63,4.519
0.683,1.39,1.818,1.687,4.049,4.295,5.53,2.195
0.673,1.426,1.836,1.608,1.958,3.09,2.74,1.933
0.607,0.872,1.197,1.639,3.343,4.873,2.579,10.835
0.815,2.458,1.811,2.117,4.09,2.652,3.23,4.299
0.671,0.875,1.835,1.839,1.844,2.434,5.913,4.577
0.701,0.87,2.363,3.3,3.78,4.999,3.219,1.351
0.706,1.495,1.846,6.677,2.138,3.204,1.89,3.328
0.527,1.426,4.868,3.732,3.269,2.856,2.006,3.411
0.788,4.008,1.833,2.337,2.256,2.816,2.076,5.638
0.754,0.825,1.81,2.381,1.992,2.648,1.648,3.021
1.231,0.88,1.2,2.363,1.747,3.184,7.411,3.042
0.652,0.875,1.391,4.226,2.305,2.821,4.267,3.251
3.851,0.869,3.236,2.415,1.918,5.166,2.298,5.765
0.839,0.91,1.165,2.481,2.005,2.458,2.174,3.058
0.712,0.671,1.204,4.396,3.309,2.597,2.305,3.066
0.708,0.893,1.539,1.482,2.4,4.211,2.326,3.085
0.843,1.439,1.492,1.471,1.983,2.477,5.339,3.244
1.215,1.458,1.429,1.529,2.304,2.546,2.088,3.282
0.702,0.936,1.462,1.483,2.131,4.214,5.615,3.204
1.057,0.924,2.274,2.908,3.237,2.486,3.898,3.051
0.719,0.737,1.001,1.52,3.32,2.524,2.3,3.151
0.665,0.919,1.331,1.53,2.976,2.558,2.607,3.224
0.662,0.948,1.375,3.328,4.003,11.381,2.835,3.857
0.778,0.939,1.298,3.386,2.046,2.359,5.021,2.163
0.517,0.987,0.997,4.296,1.546,2.36,5.3,2.104
1.173,0.735,0.985,3.01,7.326,4.157,2.4,2.132
1.314,0.943,1.256,1.922,1.534,2.38,2.568,3.833
1.189,0.975,2.21,1.996,1.924,5.246,2.364,5.043
1.174,0.977,1.675,1.921,5.79,2.668,9.438,3.309
5.851,0.937,1.489,1.897,3.03,2.826,2.646,3.016
0.758,0.755,1.122,1.919,3.299,5.124,2.697,5.073
0.628,0.968,1.449,1.923,2.359,3.217,2.774,4.383
1.201,0.944,1.443,1.977,2.177,3.058,4.849,1.845
1.202,0.948,1.122,3.576,2.114,1.717,5.455,1.778
0.678,1.001,4.074,1.959,3.272,1.714,2.981,3.298
0.703,0.939,1.208,2.108,1.714,1.744,2.605,5.665
0.509,0.722,1.49,7.037,1.743,1.741,2.684,2.46
0.68,0.962,1.41,3.696,2.051,1.734,2.602,2.315
0.76,0.966,1.148,2.432,1.571,1.802,9.792,2.82
0.668,0.944,3.342,4.684,1.768,3.896,3.025,5.01
0.881,1.441,1.104,2.349,3.679,4.072,3.162,2.935
0.521,1.123,1.152,1.643,2.226,2.196,9.85,2.628
0.687,1.433,1.161,3.357,2.166,3.98,2.765,2.792
0.72,1.392,1.424,3.31,4.144,3.807,2.682,5.695
0.673,1.451,1.215,5.537,2.222,3.837,2.699,2.548
1.218,1.426,1.422,1.883,2.247,3.926,2.618,1.71
0.6,7.019,1.444,1.927,3.759,5.595,4.642,1.69
0.804,1.188,1.43,1.992,6.689,2.633,4.495,6.409
0.665,1.501,1.943,1.896,1.91,5.148,1.891,3.737
0.692,1.428,1.905,1.915,1.775,4.384,3.893,2.379
0.718,1.399,1.147,1.942,6.063,2.647,2.403,2.051
0.598,4.401,1.172,1.913,3.977,2.627,4.254,2.119
0.76,1.188,1.409,2.585,2.03,2.688,2.591,1.975
0.751,1.443,1.443,1.946,3.369,2.634,2.455,3.664
0.662,1.492,1.122,1.973,4.108,4.96,2.289,3.884
0.722,1.455,1.119,1.914,1.639,2.542,2.439,4.069
1.045,1.423,3.074,1.936,1.876,2.591,3.899,2.325
0.72,1.365,1.514,1.949,2.139,5.399,2.334,4.177
0.694,1.431,1.481,2.028,1.685,2.36,4.79,4.084
0.661,1.392,1.414,1.918,3.641,5.222,3.858,2.332
1.225,1.553,1.201,3.575,1.747,2.83,2.217,4.217
3.98,1.489,1.108,1.965,1.713,3.161,2.329,2.206
0.815,1.478,1.122,1.908,1.741,2.935,2.403,1.631
0.617,1.137,1.198,3.691,1.573,2.858,2.369,1.61
0.692,1.445,1.143,2.468,1.802,2.808,2.308,3.249
0.708,1.462,3.221,1.856,1.777,3.199,3.729,2.511
1.153,1.408,1.424,1.931,1.536,2.808,2.406,4.524
0.678,1.527,1.161,1.985,1.993,4.913,2.213,2.523
0.638,1.782,1.143,3.59,1.845,2.74,8.367,2.549
0.778,1.407,1.481,2.276,1.542,4.293,8.948,1.471
0.681,1.41,5.259,1.954,1.731,2.846,2.569,4.031
0.683,1.436,1.802,3.692,1.943,5.015,1.59,3.266
1.174,1.85,1.741,1.935,2.382,5.307,3.876,2.409
0.496,4.105,1.711,1.922,2.389,5.187,5.548,2.072
0.691,1.413,1.759,1.93,3.75,4.469,2.562,1.993
0.702,1.476,1.027,1.904,1.998,2.742,2.401,2.03
0.721,1.733,1.091,1.936,4.011,2.521,2.589,2.492
0.666,0.939,1.111,1.706,1.758,2.645,2.58,4.602
0.512,1.069,1.349,1.989,1.707,2.695,4.275,3.448
0.751,0.722,1.046,1.944,3.74,2.711,2.402,2.917
0.84,0.929,1.399,1.915,7.049,2.66,5.833,7.657
0.711,0.943,1.341,1.937,1.8,2.65,3.628,2.167
0.776,0.956,1.071,1.951,2.272,5.687,3.677,1.942
3.604,0.951,3.187,1.898,4.129,3.576,3.492,1.851
0.785,0.713,1.375,2.393,2.235,2.86,4.362,8.842
1.189,1.015,1.335,1.994,2.089,5.029,1.897,6.224
1.206,1.477,1.078,1.936,3.588,2.348,7.315,2.322
1.177,1.428,1.054,3.484,2.916,4.759,3.865,4.085
1.196,1.443,1.356,1.926,1.194,2.483,2.14,3.893
0.697,1.45,1.439,1.957,1.561,2.469,5.715,4.147
0.516,1.118,1.357,1.932,2.591,2.56,3.456,2.468
0.671,1.446,1.061,1.948,1.923,2.498,3.245,4.07
0.685,1.477,3.189,1.717,1.436,5.306,5.832,2.14
0.927,1.417,1.344,1.927,1.641,2.268,4.135,2.258
1.185,1.463,1.633,1.93,3.045,8.36,3.604,2.095
0.525,1.213,1.356,6.425,2.234,2.514,3.638,2.426
1.199,1.522,1.34,2.225,1.794,2.512,3.293,2.97
1.171,1.405,1.447,2.114,2.081,2.511,3.626,2.825
1.178,1.496,1.349,4.454,1.784,2.306,1.967,2.75
1.192,1.475,1.125,2.145,1.58,2.314,2.194,2.838
