pk_send,pk_receive,size_bytes
2000,1586,140
2000,1544,140
2000,1590,140
2000,1575,140
2000,1549,140
2000,1551,140
2000,1553,140
2000,1564,140
2000,1546,140
2000,1516,140
2000,1569,140
2000,1556,140
2000,1566,140
2000,1584,140
2000,1571,140
2000,1591,140
2000,1565,140
2000,1571,140
2000,1599,140
2000,1579,140
2000,1562,140
2000,1587,140
2000,1509,140
2000,1599,140
2000,1537,140
2000,1559,140
2000,1568,140
2000,1561,140
2000,1580,140
2000,1581,140
