pk_send,pk_receive,size_bytes
2000,1585,80
2000,1619,80
2000,1608,80
2000,1597,80
2000,1633,80
2000,1604,80
2000,1591,80
2000,1625,80
2000,1635,80
2000,1617,80
2000,1577,80
2000,1566,80
2000,1578,80
2000,1535,80
2000,1604,80
2000,1532,80
2000,1505,80
2000,1542,80
2000,1605,80
2000,1607,80
2000,1565,80
2000,1569,80
2000,1602,80
2000,1626,80
2000,1573,80
2000,1508,80
2000,1497,80
2000,1623,80
2000,1622,80
2000,1571,80
