pk_send,pk_receive,size_bytes
2000,1558,100
2000,1612,100
2000,1582,100
1999,1608,100
1999,1604,100
1999,1537,100
1999,1608,100
2000,1587,100
2000,1615,100
1999,1633,100
2000,1555,100
2000,1611,100
2000,1584,100
2000,1578,100
2000,1608,100
2000,1524,100
2000,1579,100
2000,1599,100
2000,1616,100
2000,1635,100
2000,1573,100
2000,1590,100
2000,1596,100
2000,1600,100
2000,1627,100
2000,1553,100
1999,1574,100
2000,1597,100
2000,1629,100
1999,1624,100
