pk_send,pk_receive,size_bytes
2000,1635,120
1999,1594,120
1999,1617,120
2000,1629,120
2000,1627,120
2000,1610,120
2000,1548,120
2000,1600,120
2000,1605,120
2000,1566,120
2000,1606,120
2000,1549,120
2000,1597,120
1999,1610,120
2000,1578,120
2000,1583,120
1999,1560,120
2000,1620,120
2000,1604,120
1999,1575,120
1999,1620,120
2000,1517,120
1999,1571,120
1999,1598,120
2000,1569,120
2000,1556,120
2000,1506,120
1999,1572,120
2000,1550,120
2000,1596,120
