pk_send,pk_receive,size_bytes
2000,1502,160
2000,1520,160
2000,1503,160
2000,1501,160
2000,1500,160
2000,1545,160
1995,1517,160
2000,1530,160
2000,1508,160
2000,1476,160
2000,1497,160
2000,1500,160
2000,1513,160
2000,1523,160
2000,1483,160
2000,1542,160
2000,1530,160
2000,1511,160
2000,1520,160
2000,1496,160
2000,1539,160
2000,1489,160
2000,1538,160
2000,1507,160
2000,1505,160
2000,1515,160
2000,1563,160
2000,1559,160
2000,1563,160
2000,1515,160
