pk_send,pk_receive,size_bytes
1999,1531,200
2000,1533,200
2000,1483,200
2000,1531,200
2000,1518,200
2000,1543,200
2000,1509,200
2000,1492,200
2000,1500,200
2000,1518,200
2000,1545,200
2000,1530,200
2000,1496,200
2000,1545,200
2000,1523,200
2000,1515,200
2000,1546,200
2000,1482,200
2000,1523,200
2000,1560,200
2000,1508,200
2000,1520,200
2000,1536,200
2000,1525,200
2000,1530,200
2000,1539,200
2000,1548,200
2000,1505,200
2000,1521,200
2000,1510,200
